_ID;housing;marital;campaign;education;poutcome;balance;contact;y;duration;default;day;age;loan;previous;job;month;pdays
1352;no;single;9;secondary;unknown;1021;telephone;no;79;no;19;23;no;0;student;jun;-1
1353;no;married;2;tertiary;unknown;1146;cellular;no;178;no;4;44;no;0;technician;jul;-1
1354;yes;married;2;primary;unknown;781;cellular;no;74;no;15;58;no;0;blue-collar;may;-1
1355;no;single;1;secondary;other;1448;cellular;no;217;no;10;29;no;7;admin.;mar;184
1356;no;single;1;tertiary;unknown;604;cellular;no;475;no;2;30;yes;0;management;feb;-1
1357;yes;single;1;secondary;unknown;-194;cellular;no;127;no;7;29;no;0;admin.;may;-1
1358;no;married;1;secondary;unknown;0;cellular;no;101;no;11;41;no;0;technician;mar;-1
1359;yes;married;3;primary;unknown;0;cellular;no;340;no;14;35;no;0;housemaid;jul;-1
1360;yes;single;4;secondary;unknown;1014;cellular;no;158;no;23;31;no;0;technician;jul;-1
1361;no;single;1;tertiary;unknown;73;cellular;no;242;no;29;27;no;0;admin.;jan;-1
1362;yes;married;1;secondary;unknown;2597;unknown;no;323;no;16;47;no;0;services;may;-1
1363;yes;married;30;tertiary;unknown;2627;unknown;no;18;no;16;53;yes;0;self-employed;jun;-1
1364;yes;married;3;tertiary;unknown;1906;cellular;no;68;no;14;34;no;0;management;jul;-1
1365;yes;married;4;primary;unknown;-319;cellular;no;134;no;9;34;yes;0;blue-collar;jul;-1
1366;yes;married;3;tertiary;unknown;-296;cellular;no;113;no;14;36;no;0;management;may;-1
1367;yes;married;4;secondary;unknown;169;cellular;no;43;no;18;40;no;0;technician;aug;-1
1368;no;single;2;tertiary;unknown;556;unknown;no;200;no;17;37;no;0;self-employed;jun;-1
1369;no;divorced;2;unknown;unknown;300;cellular;no;245;no;2;65;no;0;retired;aug;-1
1370;yes;divorced;4;secondary;unknown;751;unknown;no;343;no;16;53;no;0;technician;may;-1
1371;no;single;1;secondary;unknown;126;cellular;no;229;no;3;28;no;0;technician;mar;-1
1372;yes;divorced;1;tertiary;unknown;-386;unknown;no;530;no;23;33;no;0;technician;may;-1
1373;no;married;5;primary;unknown;379;cellular;no;58;no;13;56;no;0;blue-collar;aug;-1
1374;no;married;2;secondary;success;706;cellular;no;78;no;30;45;no;1;self-employed;apr;176
1375;no;married;1;secondary;unknown;9121;unknown;no;147;no;5;39;no;0;technician;jun;-1
1376;yes;single;1;tertiary;unknown;1466;cellular;no;40;no;25;28;no;0;management;jul;-1
1377;yes;married;2;primary;unknown;0;cellular;no;618;no;18;36;no;0;blue-collar;nov;-1
1378;yes;married;4;primary;unknown;951;cellular;no;23;no;20;41;no;0;blue-collar;apr;-1
1380;yes;married;6;secondary;other;121;cellular;no;16;no;13;41;no;5;blue-collar;may;176
1381;no;married;2;secondary;unknown;204;cellular;no;286;no;23;59;no;0;services;jul;-1
1382;yes;married;1;secondary;failure;299;cellular;no;209;no;6;24;no;1;admin.;may;321
1383;yes;married;1;tertiary;unknown;4170;unknown;no;935;no;21;34;no;0;management;may;-1
1384;yes;married;1;primary;unknown;-335;unknown;no;260;no;27;40;no;0;blue-collar;may;-1
1385;yes;married;4;secondary;unknown;3165;unknown;no;298;no;16;42;no;0;admin.;jun;-1
1386;yes;married;2;secondary;failure;254;cellular;no;397;no;15;50;no;1;services;apr;337
1387;yes;single;4;tertiary;failure;553;cellular;no;113;no;17;25;no;1;management;sep;479
1388;yes;divorced;1;secondary;unknown;518;telephone;no;76;no;17;51;no;0;services;nov;-1
1389;no;married;1;tertiary;unknown;85;cellular;no;141;no;1;50;yes;0;management;jun;-1
1390;yes;married;2;unknown;unknown;603;unknown;no;773;no;23;37;no;0;blue-collar;may;-1
1391;no;single;1;secondary;other;361;telephone;no;329;no;5;21;no;1;services;jun;95
1392;yes;married;1;secondary;unknown;-98;unknown;no;423;no;7;52;no;0;blue-collar;may;-1
1393;no;married;4;primary;unknown;4424;cellular;no;67;no;5;55;no;0;retired;aug;-1
1394;yes;single;1;secondary;unknown;2610;unknown;no;626;no;2;26;yes;0;technician;jun;-1
1396;yes;married;1;secondary;unknown;687;unknown;no;61;no;9;32;no;0;blue-collar;may;-1
1397;yes;married;4;secondary;unknown;631;unknown;no;248;no;23;31;no;0;blue-collar;may;-1
1398;no;single;1;secondary;failure;341;cellular;no;136;no;29;34;yes;3;technician;jan;262
1399;no;single;3;tertiary;unknown;316;cellular;no;126;no;21;33;no;0;technician;aug;-1
1400;no;married;3;secondary;unknown;2;telephone;no;653;no;28;35;no;0;technician;jan;-1
1401;yes;married;7;unknown;unknown;415;telephone;no;7;no;14;44;no;0;management;may;-1
1402;yes;divorced;1;tertiary;unknown;507;cellular;no;528;no;9;48;no;0;management;apr;-1
1403;yes;married;1;secondary;unknown;912;cellular;no;785;no;13;29;no;0;blue-collar;may;-1
1404;no;married;5;tertiary;unknown;0;cellular;no;243;no;9;50;no;0;management;jul;-1
1405;yes;married;2;primary;other;37;cellular;no;24;no;13;37;no;1;blue-collar;may;362
1406;no;single;1;secondary;unknown;2524;unknown;no;82;no;19;44;no;0;admin.;jun;-1
1407;yes;single;3;tertiary;unknown;9019;unknown;no;952;no;11;36;no;0;unemployed;jun;-1
1408;yes;divorced;5;unknown;unknown;39;cellular;no;27;no;13;49;no;0;blue-collar;may;-1
1409;yes;married;1;secondary;unknown;0;unknown;no;143;no;5;31;no;0;blue-collar;may;-1
1410;yes;divorced;6;secondary;unknown;265;unknown;no;274;no;12;49;no;0;technician;may;-1
1412;no;divorced;1;unknown;unknown;4012;cellular;no;915;no;20;57;no;0;admin.;nov;-1
1413;yes;married;1;primary;unknown;1520;cellular;no;115;no;5;42;no;0;blue-collar;feb;-1
1414;yes;divorced;2;secondary;unknown;-140;unknown;no;222;no;26;36;no;0;blue-collar;may;-1
1415;no;divorced;1;primary;unknown;852;cellular;no;341;no;15;75;no;0;retired;mar;-1
1416;yes;single;2;secondary;unknown;578;unknown;no;112;no;21;38;no;0;blue-collar;may;-1
1417;yes;married;2;primary;unknown;0;unknown;no;64;yes;6;40;no;0;blue-collar;may;-1
1419;yes;single;1;tertiary;unknown;1171;cellular;no;129;no;10;34;no;0;management;jul;-1
1420;yes;single;1;tertiary;unknown;452;cellular;no;59;no;11;29;no;0;technician;may;-1
1421;yes;married;1;secondary;success;-97;cellular;no;79;no;29;28;no;2;admin.;jan;225
1422;no;married;5;secondary;unknown;4738;telephone;no;151;no;9;79;no;0;retired;jul;-1
1423;yes;divorced;1;secondary;unknown;467;unknown;no;83;no;19;51;no;0;admin.;may;-1
1424;no;single;5;tertiary;other;0;cellular;no;101;no;6;32;no;6;student;aug;3
1426;no;married;11;secondary;other;157;cellular;no;57;no;15;38;yes;1;entrepreneur;may;366
1427;yes;married;3;secondary;unknown;358;unknown;no;176;no;13;49;yes;0;self-employed;may;-1
1428;yes;married;3;secondary;unknown;292;cellular;no;222;no;11;42;no;0;services;may;-1
1429;yes;married;4;primary;unknown;7343;unknown;no;217;no;2;43;no;0;blue-collar;jun;-1
1430;yes;married;1;secondary;unknown;-563;unknown;no;252;no;26;34;no;0;blue-collar;may;-1
1432;no;married;2;primary;unknown;365;cellular;no;41;no;29;35;no;0;unknown;aug;-1
1433;yes;single;25;secondary;unknown;13494;unknown;no;27;no;20;33;no;0;blue-collar;jun;-1
1434;yes;single;2;secondary;unknown;846;cellular;no;758;no;17;34;no;0;admin.;apr;-1
1436;yes;married;1;tertiary;unknown;-28;cellular;no;574;no;16;34;no;0;entrepreneur;jul;-1
1438;no;married;5;primary;unknown;2927;telephone;no;78;no;30;57;yes;0;retired;jul;-1
1439;yes;married;1;secondary;unknown;501;unknown;no;514;no;27;30;yes;0;blue-collar;may;-1
1441;no;married;2;unknown;unknown;301;cellular;no;789;no;14;49;no;0;unknown;aug;-1
1442;no;married;3;primary;success;1388;cellular;no;146;no;20;73;no;3;retired;jul;190
1443;yes;single;2;secondary;unknown;102;cellular;no;272;no;14;39;no;0;technician;aug;-1
1444;yes;divorced;2;primary;failure;13;cellular;no;323;no;8;57;no;2;technician;may;368
1445;yes;married;2;secondary;unknown;413;cellular;no;712;no;11;32;no;0;self-employed;jul;-1
1447;yes;married;9;secondary;unknown;638;cellular;no;75;no;20;45;no;0;admin.;aug;-1
1448;yes;married;4;secondary;unknown;101;unknown;no;191;no;19;32;no;0;blue-collar;may;-1
1450;no;married;2;secondary;unknown;1103;cellular;no;428;no;12;49;no;0;self-employed;aug;-1
1451;no;married;3;secondary;unknown;3748;cellular;no;322;no;28;29;no;0;services;may;-1
1452;yes;married;1;secondary;unknown;955;cellular;no;104;no;29;55;no;0;technician;jan;-1
1453;yes;married;1;secondary;unknown;518;cellular;no;127;no;8;30;no;0;admin.;may;-1
1455;no;married;2;tertiary;unknown;14;cellular;no;114;no;28;39;no;0;technician;jan;-1
1456;yes;married;1;secondary;unknown;-423;unknown;no;106;no;13;36;yes;0;admin.;may;-1
1457;no;married;1;tertiary;failure;3696;cellular;no;305;no;19;33;no;3;management;nov;182
1459;no;single;2;secondary;unknown;433;cellular;no;1504;no;11;31;no;0;technician;aug;-1
1460;no;married;3;unknown;unknown;756;cellular;no;396;no;11;36;no;0;technician;jul;-1
1461;yes;single;1;tertiary;unknown;0;cellular;no;71;no;1;38;no;0;technician;jun;-1
1462;no;married;3;secondary;unknown;2727;cellular;no;205;no;6;33;no;0;unknown;aug;-1
1463;yes;married;2;secondary;unknown;93;unknown;no;134;no;13;40;no;0;technician;may;-1
1465;yes;married;5;secondary;unknown;124;cellular;no;81;no;31;39;no;0;services;jul;-1
1466;no;married;2;tertiary;unknown;69;cellular;no;77;no;4;33;yes;0;admin.;may;-1
1468;yes;married;5;tertiary;failure;0;cellular;no;537;no;13;38;no;2;management;may;303
1470;no;married;1;primary;unknown;4103;cellular;no;291;no;19;55;no;0;blue-collar;nov;-1
1471;yes;single;1;tertiary;other;744;cellular;no;283;no;14;38;no;12;technician;may;288
1472;yes;married;4;secondary;unknown;116;telephone;no;70;no;20;48;no;0;services;apr;-1
1473;yes;married;2;secondary;unknown;70;unknown;no;611;no;5;53;no;0;blue-collar;may;-1
1474;no;divorced;3;secondary;unknown;432;cellular;no;132;no;9;44;no;0;admin.;feb;-1
1475;no;married;1;tertiary;unknown;1172;unknown;no;26;no;18;57;no;0;management;jun;-1
1476;yes;single;3;secondary;unknown;9;cellular;no;262;no;11;29;no;0;blue-collar;may;-1
1477;yes;married;1;secondary;unknown;428;unknown;no;272;no;21;31;no;0;services;may;-1
1478;yes;single;1;tertiary;failure;7546;cellular;no;137;no;28;35;no;3;technician;dec;122
1479;no;married;1;primary;unknown;620;cellular;no;95;no;30;31;no;0;blue-collar;mar;-1
1480;no;married;2;tertiary;unknown;8647;cellular;no;140;no;19;35;no;0;self-employed;nov;-1
1481;yes;single;11;secondary;unknown;192;unknown;no;71;no;16;40;no;0;management;may;-1
1482;yes;married;1;secondary;failure;0;cellular;no;502;no;7;39;no;2;blue-collar;may;7
1483;yes;single;7;tertiary;unknown;27733;unknown;no;164;no;3;43;no;0;technician;jun;-1
1484;yes;married;1;primary;unknown;276;unknown;no;219;no;15;44;yes;0;entrepreneur;may;-1
1486;yes;married;2;secondary;unknown;782;unknown;no;224;no;14;40;no;0;technician;may;-1
1487;yes;married;2;primary;unknown;82;cellular;no;63;no;18;33;no;0;entrepreneur;nov;-1
1488;no;married;13;tertiary;unknown;1008;cellular;no;24;no;29;46;no;0;management;aug;-1
1489;no;single;4;tertiary;unknown;6421;telephone;no;147;no;28;27;no;0;unknown;jan;-1
1490;no;single;3;secondary;unknown;443;cellular;no;84;no;30;26;no;0;admin.;jul;-1
1491;yes;married;1;secondary;unknown;351;cellular;no;175;no;9;41;no;0;technician;jul;-1
1492;yes;married;21;tertiary;unknown;5060;cellular;no;12;no;21;34;no;0;technician;aug;-1
1493;no;single;15;tertiary;unknown;-41;cellular;no;40;no;25;39;yes;0;technician;aug;-1
1494;no;single;1;secondary;unknown;-124;cellular;no;217;no;18;27;no;0;services;jul;-1
1495;yes;married;11;secondary;unknown;79;cellular;no;235;no;23;31;yes;0;blue-collar;jul;-1
1496;no;single;1;secondary;unknown;3945;cellular;no;255;no;28;44;no;0;unemployed;jan;-1
1497;no;married;1;tertiary;unknown;197;cellular;no;256;no;8;55;yes;0;retired;jul;-1
1498;no;divorced;2;primary;unknown;837;telephone;no;41;no;30;51;no;0;blue-collar;jul;-1
1499;no;married;1;tertiary;unknown;-94;unknown;no;75;no;25;50;yes;0;management;jun;-1
1500;yes;married;4;secondary;unknown;1743;cellular;no;192;no;5;30;no;0;services;feb;-1
1502;no;married;3;secondary;unknown;635;cellular;no;220;no;25;49;no;0;admin.;aug;-1
1503;yes;married;2;secondary;unknown;-113;cellular;no;614;no;12;56;yes;0;retired;aug;-1
1505;no;married;2;secondary;unknown;124;telephone;no;161;no;16;30;no;0;admin.;jun;-1
1506;no;single;3;secondary;unknown;475;cellular;no;141;no;25;36;no;0;entrepreneur;jul;-1
1507;no;married;1;tertiary;unknown;-7;telephone;no;697;no;25;40;yes;0;management;jul;-1
1508;no;single;2;secondary;unknown;375;unknown;no;223;yes;9;37;no;0;technician;jun;-1
1510;yes;married;1;secondary;failure;1415;cellular;no;483;no;17;45;no;1;technician;nov;116
1511;no;single;2;secondary;unknown;0;cellular;no;63;no;17;34;no;0;unemployed;nov;-1
1512;no;single;5;secondary;unknown;3638;cellular;no;271;no;11;27;no;0;admin.;jul;-1
1513;yes;married;5;secondary;unknown;-99;cellular;no;144;no;15;30;no;0;blue-collar;may;-1
1514;yes;married;3;secondary;unknown;167;cellular;no;79;no;8;32;yes;0;technician;aug;-1
1515;yes;married;1;primary;unknown;19;telephone;no;171;no;21;46;no;0;housemaid;jul;-1
1516;yes;married;4;tertiary;unknown;242;cellular;no;73;no;18;29;no;0;self-employed;jul;-1
1517;no;married;1;unknown;unknown;13;telephone;no;69;no;28;53;no;0;unknown;jan;-1
1518;no;married;1;secondary;failure;286;cellular;no;60;no;20;32;no;4;technician;apr;343
1519;yes;married;1;secondary;unknown;769;unknown;no;257;no;14;49;no;0;unemployed;may;-1
1520;no;married;2;tertiary;other;93;cellular;no;198;no;4;35;no;1;management;may;88
1521;yes;married;3;secondary;failure;1663;cellular;no;217;no;13;38;no;1;blue-collar;apr;327
1522;yes;married;1;primary;unknown;238;cellular;no;134;no;19;39;yes;0;entrepreneur;nov;-1
1523;yes;single;1;secondary;unknown;2178;cellular;no;41;no;26;34;no;0;technician;may;-1
1524;yes;married;2;primary;other;792;cellular;no;611;no;19;42;yes;12;blue-collar;nov;175
1525;yes;single;3;unknown;unknown;871;unknown;no;216;no;6;35;no;0;blue-collar;jun;-1
1526;no;married;8;secondary;unknown;1025;cellular;no;388;no;6;60;no;0;admin.;aug;-1
1527;yes;divorced;1;secondary;unknown;63;unknown;no;242;no;5;57;no;0;technician;may;-1
1528;no;single;1;secondary;unknown;16;cellular;no;387;no;7;31;no;0;blue-collar;jul;-1
1529;no;single;1;secondary;unknown;417;cellular;no;90;no;7;29;no;0;management;oct;-1
1530;yes;married;2;secondary;unknown;3992;telephone;no;281;no;20;41;no;0;services;nov;-1
1531;yes;married;1;primary;unknown;2749;cellular;no;332;no;17;46;no;0;blue-collar;nov;-1
1533;yes;single;2;secondary;unknown;1721;unknown;no;650;no;21;32;no;0;blue-collar;may;-1
1535;yes;married;2;secondary;failure;4760;cellular;no;182;no;8;37;no;2;services;may;169
1536;no;single;1;secondary;unknown;2979;cellular;no;156;no;25;32;no;0;technician;may;-1
1537;yes;married;3;tertiary;unknown;690;cellular;no;171;no;6;43;no;0;management;aug;-1
1538;yes;divorced;1;secondary;other;203;telephone;no;265;no;19;50;no;4;blue-collar;nov;127
1539;yes;married;3;secondary;unknown;322;cellular;no;10;no;20;34;no;0;blue-collar;apr;-1
1540;no;divorced;1;secondary;unknown;1210;cellular;no;350;no;16;31;no;0;admin.;jul;-1
1541;yes;married;1;secondary;failure;634;cellular;no;65;no;17;43;no;1;self-employed;nov;131
1542;no;married;1;secondary;unknown;273;cellular;no;58;no;23;49;no;0;entrepreneur;jul;-1
1543;no;single;3;unknown;unknown;47;cellular;no;69;no;3;22;no;0;student;jul;-1
1544;no;married;2;tertiary;unknown;1100;cellular;no;127;no;29;35;yes;0;management;jan;-1
1545;yes;married;2;secondary;unknown;0;telephone;no;154;no;19;56;no;0;admin.;nov;-1
1546;no;married;4;secondary;unknown;0;telephone;no;36;no;31;53;no;0;blue-collar;jul;-1
1547;no;married;7;tertiary;failure;1544;cellular;no;85;no;5;54;yes;3;entrepreneur;feb;196
1548;yes;single;1;unknown;failure;6145;cellular;no;362;no;14;32;no;13;services;may;287
1549;yes;married;1;secondary;unknown;28;cellular;no;49;no;11;41;no;0;self-employed;may;-1
1550;yes;married;1;secondary;unknown;1012;cellular;no;410;no;6;40;no;0;blue-collar;may;-1
1551;yes;married;3;primary;unknown;245;cellular;no;253;no;8;33;yes;0;blue-collar;may;-1
1552;no;single;1;tertiary;unknown;1998;cellular;no;570;no;19;33;no;0;management;nov;-1
1553;yes;married;7;secondary;unknown;3990;cellular;no;633;no;24;34;no;0;blue-collar;jul;-1
1554;yes;married;4;secondary;unknown;1328;unknown;no;82;no;6;36;no;0;services;jun;-1
1555;yes;married;1;tertiary;unknown;412;cellular;no;164;no;8;34;yes;0;entrepreneur;jul;-1
1556;no;married;3;primary;unknown;229;unknown;no;175;no;9;55;yes;0;management;jun;-1
1558;yes;single;2;secondary;unknown;3432;cellular;no;139;no;17;29;no;0;admin.;apr;-1
1559;yes;single;11;secondary;unknown;144;unknown;no;43;no;4;31;no;0;admin.;jul;-1
1560;yes;married;5;tertiary;unknown;1339;cellular;no;343;no;22;52;no;0;management;aug;-1
1561;no;married;1;unknown;success;386;cellular;no;74;no;19;54;yes;1;services;nov;152
1562;yes;married;8;primary;unknown;7727;unknown;no;302;no;15;43;no;0;blue-collar;may;-1
1563;no;married;13;secondary;unknown;204;cellular;no;455;no;14;55;no;0;entrepreneur;jul;-1
1564;yes;divorced;4;unknown;unknown;101;unknown;no;126;no;28;28;no;0;blue-collar;may;-1
1565;yes;divorced;1;secondary;unknown;728;cellular;no;107;no;18;45;yes;0;unemployed;nov;-1
1566;yes;married;1;primary;unknown;2418;unknown;no;120;no;14;45;no;0;entrepreneur;may;-1
1567;yes;married;4;tertiary;unknown;2934;cellular;no;727;no;18;51;no;0;management;nov;-1
1568;yes;single;4;secondary;unknown;0;unknown;no;275;no;7;42;no;0;technician;may;-1
1569;no;single;1;unknown;unknown;181;telephone;no;41;no;28;43;no;0;unknown;jan;-1
1570;no;married;4;tertiary;unknown;176;cellular;no;61;no;18;34;no;0;management;aug;-1
1571;yes;married;2;primary;other;49;cellular;no;232;no;15;36;no;5;blue-collar;may;365
1572;yes;married;1;secondary;unknown;2023;cellular;no;214;no;10;37;no;0;blue-collar;jul;-1
1573;yes;married;1;secondary;unknown;372;telephone;no;21;no;11;50;no;0;blue-collar;may;-1
1575;yes;single;1;primary;other;464;cellular;no;173;no;18;34;no;2;blue-collar;may;299
1576;yes;married;1;secondary;unknown;117;cellular;no;635;no;16;48;no;0;management;apr;-1
1577;yes;married;2;secondary;unknown;104;cellular;no;77;no;14;47;yes;0;admin.;jul;-1
1578;yes;married;1;tertiary;unknown;1041;unknown;no;73;no;12;40;no;0;management;jun;-1
1579;no;married;2;tertiary;failure;539;cellular;no;540;no;18;37;no;3;management;jan;115
1580;yes;married;2;primary;unknown;0;unknown;no;179;no;3;38;no;0;blue-collar;jun;-1
1581;yes;single;1;tertiary;unknown;406;cellular;no;119;no;17;29;no;0;technician;jul;-1
1582;yes;married;1;primary;other;2558;telephone;no;107;no;20;46;no;1;blue-collar;nov;167
1583;yes;married;2;secondary;unknown;484;unknown;no;48;no;19;26;no;0;blue-collar;may;-1
1584;yes;single;4;tertiary;unknown;3516;unknown;no;447;no;29;30;no;0;services;may;-1
1585;yes;married;2;secondary;unknown;5639;cellular;no;430;no;17;42;no;0;blue-collar;jul;-1
1586;no;single;2;tertiary;unknown;100;cellular;no;64;no;7;42;no;0;management;aug;-1
1587;yes;single;5;secondary;unknown;1306;unknown;no;217;no;28;31;no;0;admin.;may;-1
1588;yes;single;1;tertiary;unknown;815;cellular;no;77;no;7;37;no;0;management;may;-1
1589;yes;married;11;secondary;unknown;245;unknown;no;16;no;26;26;no;0;blue-collar;may;-1
1590;no;married;2;unknown;unknown;191;cellular;no;753;no;4;54;no;0;blue-collar;aug;-1
1591;no;married;2;secondary;failure;2815;cellular;no;125;no;26;70;no;1;retired;apr;182
1592;yes;single;1;secondary;unknown;3672;unknown;no;1210;no;28;29;yes;0;self-employed;may;-1
1593;yes;married;1;secondary;unknown;1572;cellular;no;185;no;9;50;no;0;services;jul;-1
1594;yes;divorced;1;secondary;unknown;385;cellular;no;80;no;4;60;no;0;unemployed;feb;-1
1595;no;single;2;secondary;unknown;29;cellular;no;156;no;19;32;no;0;technician;aug;-1
