campaign;balance;housing;loan;contact;age;duration;poutcome;job;_ID;day;previous;pdays;marital;education;month;default;y
1;255;no;no;cellular;53;126;unknown;management;964;19;0;-1;divorced;primary;nov;no;no
8;0;no;no;unknown;47;174;unknown;self-employed;966;26;0;-1;married;secondary;jun;no;no
1;6411;yes;yes;cellular;35;144;failure;blue-collar;967;30;2;266;married;secondary;jan;no;no
2;1909;no;no;cellular;33;191;unknown;management;968;8;0;-1;single;tertiary;aug;no;no
1;3873;no;no;telephone;55;222;unknown;blue-collar;969;21;0;-1;married;primary;apr;no;no
1;262;yes;no;cellular;44;74;unknown;admin.;971;9;0;-1;married;secondary;jul;no;no
1;3217;yes;no;unknown;25;24;unknown;services;972;28;0;-1;single;secondary;may;no;no
11;5436;yes;no;cellular;37;7;failure;technician;973;6;1;351;single;secondary;may;no;no
7;2067;yes;no;cellular;41;493;unknown;blue-collar;974;15;0;-1;married;primary;may;no;no
3;1594;no;no;unknown;36;250;unknown;services;976;6;0;-1;divorced;secondary;jun;no;no
4;134;no;no;cellular;44;86;unknown;self-employed;977;28;0;-1;married;tertiary;aug;no;no
1;262;no;no;cellular;34;371;unknown;entrepreneur;978;20;0;-1;divorced;tertiary;nov;no;no
2;3021;no;no;unknown;56;419;unknown;blue-collar;979;9;0;-1;divorced;primary;jun;no;no
4;3412;yes;no;cellular;28;22;unknown;blue-collar;981;15;0;-1;single;secondary;may;no;no
1;1291;yes;no;unknown;54;266;unknown;blue-collar;982;5;0;-1;married;secondary;may;no;no
1;79;no;no;cellular;37;191;unknown;technician;983;21;0;-1;divorced;secondary;jul;no;no
3;543;no;yes;telephone;58;264;unknown;blue-collar;985;17;0;-1;divorced;secondary;jul;no;no
5;1016;yes;no;unknown;56;184;unknown;management;986;9;0;-1;divorced;tertiary;jun;no;no
3;604;no;yes;cellular;32;95;unknown;blue-collar;987;28;0;-1;single;secondary;may;no;no
2;525;no;no;cellular;42;127;unknown;management;988;13;0;-1;single;tertiary;aug;no;no
4;353;no;no;cellular;52;395;unknown;retired;989;31;0;-1;divorced;primary;jul;no;no
1;964;yes;no;cellular;46;174;unknown;management;990;8;0;-1;married;tertiary;apr;no;no
2;879;yes;no;unknown;39;102;unknown;blue-collar;992;26;0;-1;married;primary;may;no;no
1;314;yes;no;cellular;31;279;unknown;admin.;993;17;0;-1;married;secondary;apr;no;no
11;0;no;no;cellular;59;76;unknown;housemaid;994;27;0;-1;married;primary;aug;no;no
2;1370;yes;no;cellular;38;472;unknown;blue-collar;995;11;0;-1;married;secondary;may;no;no
11;37;no;no;cellular;58;84;unknown;management;996;18;0;-1;married;secondary;aug;no;no
1;673;yes;yes;cellular;34;271;failure;management;997;20;1;184;single;tertiary;nov;no;no
1;-342;yes;no;unknown;40;754;unknown;services;998;26;0;-1;married;secondary;may;no;no
5;291;no;no;telephone;20;172;failure;student;999;11;5;371;single;secondary;may;no;no
2;209;yes;yes;cellular;34;375;unknown;technician;1000;8;0;-1;married;secondary;apr;no;no
2;438;yes;no;cellular;31;130;unknown;technician;1001;12;0;-1;single;tertiary;aug;no;no
3;1242;yes;no;unknown;39;303;unknown;admin.;1002;12;0;-1;single;secondary;may;no;no
1;355;yes;no;unknown;34;261;unknown;entrepreneur;1003;16;0;-1;married;tertiary;may;no;no
3;204;yes;yes;cellular;24;229;unknown;blue-collar;1004;17;0;-1;married;secondary;apr;no;no
1;10758;yes;no;cellular;41;288;unknown;management;1005;1;0;-1;married;tertiary;jun;no;no
3;5;yes;no;cellular;40;219;unknown;management;1006;18;0;-1;married;tertiary;nov;no;no
1;605;yes;no;unknown;36;204;unknown;management;1008;26;0;-1;married;tertiary;may;no;no
6;4;no;no;unknown;53;19;unknown;management;1009;20;0;-1;married;tertiary;jun;no;no
2;8494;no;no;cellular;23;158;unknown;student;1010;25;0;-1;single;secondary;aug;no;no
1;198;yes;no;unknown;42;314;unknown;entrepreneur;1011;8;0;-1;married;primary;may;no;no
1;841;yes;no;unknown;48;215;unknown;blue-collar;1012;19;0;-1;married;secondary;may;no;no
4;8;no;no;cellular;34;169;unknown;management;1013;25;0;-1;married;tertiary;aug;no;no
4;470;yes;no;cellular;36;101;unknown;admin.;1014;31;0;-1;married;secondary;jul;no;no
13;520;yes;no;unknown;43;15;unknown;retired;1015;20;0;-1;married;secondary;may;no;no
5;439;yes;no;unknown;36;260;unknown;blue-collar;1016;21;0;-1;married;secondary;may;no;no
4;466;no;no;unknown;55;287;unknown;retired;1018;17;0;-1;married;secondary;jun;no;no
1;1243;yes;no;unknown;31;32;unknown;blue-collar;1022;21;0;-1;married;secondary;may;no;no
1;0;yes;no;unknown;32;138;unknown;admin.;1023;5;0;-1;married;tertiary;may;no;no
2;2357;yes;no;unknown;36;228;unknown;blue-collar;1024;17;0;-1;married;secondary;jun;no;no
2;1069;yes;no;unknown;46;45;unknown;admin.;1026;8;0;-1;married;secondary;may;no;no
2;231;no;no;cellular;41;76;unknown;housemaid;1027;9;0;-1;single;secondary;jul;no;no
2;0;yes;yes;unknown;31;144;unknown;admin.;1028;6;0;-1;married;secondary;may;no;no
2;266;yes;no;cellular;32;168;unknown;technician;1029;19;0;-1;married;secondary;aug;no;no
1;-70;yes;no;cellular;38;140;other;management;1030;30;3;2;married;tertiary;jan;no;no
1;25824;no;no;unknown;49;94;unknown;retired;1031;17;0;-1;single;primary;jun;no;no
3;538;no;no;unknown;46;118;unknown;management;1032;17;0;-1;single;primary;jun;no;no
1;534;yes;no;cellular;29;382;unknown;technician;1033;18;0;-1;single;secondary;may;no;no
1;2323;no;no;cellular;36;111;unknown;admin.;1034;19;0;-1;married;unknown;nov;no;no
2;1852;yes;no;cellular;38;298;unknown;admin.;1035;15;0;-1;married;secondary;may;no;no
1;2647;yes;no;unknown;53;121;unknown;technician;1036;30;0;-1;married;secondary;may;no;no
7;2767;yes;no;unknown;43;317;unknown;management;1037;15;0;-1;married;tertiary;may;no;no
1;176;yes;yes;unknown;41;42;unknown;management;1038;5;0;-1;married;tertiary;may;no;no
2;9720;no;no;cellular;42;81;unknown;management;1039;5;0;-1;single;secondary;aug;no;no
2;2903;yes;yes;telephone;39;259;unknown;admin.;1041;25;0;-1;divorced;secondary;jul;no;no
6;81;yes;no;cellular;30;121;other;admin.;1042;6;3;112;single;secondary;aug;no;no
3;780;yes;no;cellular;41;432;unknown;blue-collar;1043;15;0;-1;married;secondary;may;no;no
2;178;no;no;cellular;44;126;unknown;unemployed;1044;8;0;-1;married;tertiary;aug;no;no
4;299;no;no;cellular;58;120;unknown;management;1045;16;0;-1;married;tertiary;jul;no;no
1;285;yes;no;cellular;35;136;unknown;retired;1046;29;0;-1;married;primary;jan;no;no
3;872;yes;no;cellular;27;1130;unknown;blue-collar;1047;17;0;-1;married;secondary;apr;no;no
2;72;yes;no;cellular;25;305;unknown;services;1049;23;0;-1;married;secondary;jul;no;no
3;0;no;no;unknown;36;332;unknown;blue-collar;1050;20;0;-1;married;secondary;jun;no;no
1;-388;yes;no;unknown;38;412;unknown;blue-collar;1051;9;0;-1;married;secondary;may;no;no
1;11;yes;no;cellular;30;157;unknown;admin.;1052;11;0;-1;married;secondary;may;no;no
2;-535;yes;no;cellular;47;71;unknown;blue-collar;1053;30;0;-1;divorced;secondary;jul;yes;no
2;787;yes;no;cellular;41;297;unknown;services;1054;8;0;-1;divorced;secondary;may;no;no
1;3343;no;no;cellular;36;307;unknown;management;1055;18;0;-1;single;tertiary;nov;no;no
1;736;yes;no;cellular;23;119;unknown;management;1057;30;0;-1;single;tertiary;apr;no;no
2;1390;no;no;cellular;32;116;unknown;management;1058;7;0;-1;married;tertiary;aug;no;no
1;808;no;no;telephone;57;274;unknown;retired;1059;7;0;-1;married;primary;jul;no;no
1;1122;no;no;cellular;49;143;unknown;services;1061;4;0;-1;married;secondary;aug;no;no
2;-568;yes;yes;unknown;50;860;unknown;technician;1062;28;0;-1;married;secondary;may;no;no
2;1165;yes;no;unknown;33;420;unknown;blue-collar;1063;21;0;-1;married;primary;may;no;no
1;-905;yes;no;unknown;53;213;unknown;services;1064;28;0;-1;divorced;secondary;may;no;no
1;0;yes;no;cellular;30;756;unknown;unemployed;1065;18;0;-1;married;tertiary;nov;no;no
3;740;no;no;cellular;38;259;unknown;technician;1066;7;0;-1;married;secondary;aug;no;no
16;8262;yes;no;cellular;44;201;unknown;management;1067;23;0;-1;married;secondary;jul;no;no
9;14;yes;yes;unknown;39;19;unknown;admin.;1068;13;0;-1;single;secondary;may;no;no
1;7108;yes;yes;cellular;45;53;failure;technician;1069;18;3;172;single;unknown;nov;no;no
5;0;yes;no;cellular;38;57;other;blue-collar;1071;13;1;349;married;secondary;may;no;no
1;419;yes;no;unknown;36;251;unknown;housemaid;1072;30;0;-1;married;secondary;may;no;no
1;726;yes;no;cellular;30;39;failure;management;1073;16;3;342;single;tertiary;apr;no;no
3;594;yes;yes;unknown;28;54;unknown;technician;1074;18;0;-1;divorced;tertiary;jun;no;no
18;454;yes;yes;unknown;26;28;unknown;unemployed;1075;23;0;-1;married;tertiary;may;no;no
2;0;no;no;cellular;32;268;unknown;technician;1078;7;0;-1;single;tertiary;aug;no;no
1;202;no;yes;cellular;50;148;unknown;admin.;1079;17;0;-1;divorced;secondary;nov;no;no
3;667;yes;no;unknown;43;228;unknown;blue-collar;1080;7;0;-1;married;secondary;may;no;no
5;112;no;no;cellular;48;139;unknown;admin.;1081;18;0;-1;married;secondary;aug;no;no
3;50;no;no;cellular;57;89;unknown;housemaid;1082;18;0;-1;married;primary;aug;no;no
2;768;no;no;cellular;64;250;success;housemaid;1083;15;1;182;married;primary;jul;no;no
6;74;yes;no;unknown;26;106;unknown;services;1084;23;0;-1;divorced;secondary;may;no;no
3;3025;no;yes;cellular;50;168;unknown;self-employed;1086;6;0;-1;married;secondary;aug;no;no
14;751;no;no;cellular;47;408;unknown;self-employed;1087;24;0;-1;married;tertiary;jul;no;no
4;416;no;no;cellular;39;56;unknown;management;1088;23;0;-1;single;tertiary;oct;no;no
5;14;no;yes;cellular;52;55;unknown;services;1089;28;0;-1;married;primary;jul;no;no
4;-502;yes;no;unknown;31;76;unknown;blue-collar;1090;29;0;-1;single;primary;may;no;no
5;0;no;no;cellular;50;72;unknown;blue-collar;1091;11;0;-1;married;primary;aug;no;no
3;599;yes;no;cellular;47;99;unknown;technician;1092;13;0;-1;married;secondary;aug;no;no
15;-218;yes;no;cellular;30;13;unknown;management;1093;27;0;-1;single;tertiary;aug;no;no
1;1012;no;no;cellular;32;178;unknown;technician;1094;14;0;-1;single;tertiary;apr;no;no
1;300;no;no;unknown;36;287;unknown;technician;1095;9;0;-1;married;secondary;jun;no;no
1;217;yes;no;cellular;46;141;other;technician;1096;14;2;346;married;tertiary;may;no;no
1;2096;no;no;cellular;45;127;failure;management;1097;21;2;100;divorced;tertiary;nov;no;no
2;0;no;no;cellular;37;69;unknown;technician;1098;4;0;-1;single;secondary;aug;no;no
4;5278;yes;no;unknown;58;763;unknown;housemaid;1099;4;0;-1;married;primary;jun;no;no
1;1831;no;no;cellular;59;122;failure;management;1100;17;1;92;married;tertiary;feb;no;no
1;1480;yes;no;cellular;28;143;unknown;management;1101;18;0;-1;married;tertiary;may;no;no
3;7289;yes;no;cellular;48;316;unknown;management;1102;2;0;-1;married;tertiary;feb;no;no
2;1665;no;no;telephone;55;89;unknown;blue-collar;1103;30;0;-1;married;unknown;jul;no;no
1;851;yes;no;cellular;37;151;failure;blue-collar;1104;15;1;352;single;primary;may;no;no
1;2885;no;no;cellular;41;40;unknown;management;1105;19;0;-1;married;tertiary;nov;no;no
1;137;no;yes;unknown;35;5;failure;blue-collar;1106;4;12;808;married;secondary;oct;no;no
1;1239;yes;no;cellular;34;90;unknown;blue-collar;1107;18;0;-1;single;secondary;jul;no;no
1;146;no;no;cellular;43;50;other;management;1108;21;5;113;single;tertiary;nov;no;no
6;-10;no;yes;cellular;50;369;unknown;blue-collar;1110;10;0;-1;divorced;primary;jul;no;no
2;2789;yes;no;cellular;35;256;failure;technician;1112;4;1;94;married;secondary;sep;no;no
1;3897;no;no;cellular;50;298;unknown;technician;1113;26;0;-1;single;secondary;oct;no;no
3;487;no;yes;cellular;36;268;unknown;technician;1114;11;0;-1;divorced;secondary;aug;no;no
1;5110;yes;no;cellular;41;231;unknown;admin.;1115;13;0;-1;married;secondary;apr;no;no
4;318;yes;no;unknown;28;4;unknown;management;1116;27;0;-1;married;tertiary;may;no;no
5;-411;yes;no;cellular;42;78;failure;technician;1117;12;3;292;single;tertiary;may;no;no
1;4820;no;no;unknown;60;419;unknown;retired;1118;5;0;-1;married;secondary;jun;no;no
3;4937;yes;no;telephone;28;421;unknown;management;1119;13;0;-1;single;tertiary;may;no;no
1;725;no;yes;cellular;48;105;unknown;entrepreneur;1120;10;0;-1;married;secondary;jul;no;no
1;5403;no;no;unknown;51;42;unknown;entrepreneur;1121;6;0;-1;married;tertiary;jun;no;no
7;4089;no;no;cellular;32;114;failure;technician;1122;26;3;287;married;tertiary;may;no;no
2;188;no;no;cellular;35;286;unknown;technician;1123;26;0;-1;married;tertiary;aug;no;no
1;2998;yes;no;unknown;38;91;unknown;blue-collar;1125;11;0;-1;divorced;secondary;jun;no;no
3;610;no;no;cellular;77;766;unknown;retired;1126;13;0;-1;married;secondary;aug;no;no
1;787;no;no;cellular;32;92;unknown;management;1127;28;0;-1;single;unknown;jan;no;no
3;167;no;no;cellular;43;211;unknown;technician;1128;4;0;-1;divorced;secondary;aug;no;no
2;243;yes;no;cellular;36;160;failure;management;1129;7;3;360;single;tertiary;may;no;no
3;877;no;no;cellular;29;166;unknown;management;1130;3;0;-1;married;tertiary;feb;no;no
1;2817;yes;no;cellular;32;195;unknown;admin.;1131;21;0;-1;single;secondary;nov;no;no
1;4567;yes;yes;cellular;41;106;unknown;management;1132;16;0;-1;divorced;tertiary;jul;no;no
3;127;yes;yes;cellular;26;85;unknown;services;1133;23;0;-1;single;secondary;jul;no;no
1;176;no;no;cellular;34;78;unknown;blue-collar;1134;24;0;-1;married;primary;jul;no;no
2;1482;yes;no;cellular;36;177;other;services;1136;18;1;174;single;secondary;nov;no;no
1;3052;yes;no;unknown;42;32;unknown;blue-collar;1137;27;0;-1;married;secondary;may;no;no
12;56;no;no;cellular;35;24;unknown;technician;1138;29;0;-1;divorced;secondary;aug;no;no
2;278;yes;no;unknown;52;688;unknown;entrepreneur;1139;7;0;-1;divorced;primary;may;no;no
5;3875;yes;no;unknown;36;21;unknown;management;1140;27;0;-1;single;tertiary;may;no;no
1;-337;yes;no;unknown;46;112;unknown;technician;1141;27;0;-1;married;secondary;may;no;no
2;501;yes;yes;cellular;57;59;unknown;housemaid;1143;7;0;-1;married;primary;aug;no;no
3;998;yes;no;cellular;48;121;unknown;management;1144;29;0;-1;married;tertiary;jan;no;no
2;0;yes;no;telephone;59;97;unknown;self-employed;1145;28;0;-1;married;primary;jul;no;no
2;246;no;no;cellular;39;86;unknown;management;1146;11;0;-1;married;tertiary;aug;no;no
10;-182;yes;yes;cellular;44;10;unknown;blue-collar;1147;14;0;-1;married;secondary;may;no;no
3;446;no;no;cellular;27;205;unknown;management;1148;23;0;-1;single;tertiary;jun;no;no
2;1173;no;no;unknown;59;77;unknown;retired;1149;9;0;-1;married;secondary;jun;no;no
2;5957;yes;no;cellular;36;138;unknown;technician;1150;18;0;-1;divorced;secondary;nov;no;no
4;0;no;no;cellular;50;86;unknown;admin.;1152;4;0;-1;married;secondary;aug;no;no
3;369;yes;no;telephone;41;9;unknown;management;1153;22;0;-1;divorced;tertiary;aug;no;no
1;1934;no;yes;cellular;47;225;failure;admin.;1154;14;1;364;married;secondary;may;no;no
4;259;no;no;cellular;32;407;unknown;technician;1155;22;0;-1;single;tertiary;jul;no;no
6;284;yes;yes;unknown;38;1030;unknown;blue-collar;1156;3;0;-1;married;secondary;jun;no;no
2;23;no;no;cellular;55;123;unknown;blue-collar;1157;13;0;-1;married;unknown;aug;no;no
4;1373;no;no;cellular;38;119;unknown;management;1158;22;0;-1;single;tertiary;oct;no;no
1;62;yes;no;cellular;31;175;failure;management;1159;18;5;293;single;tertiary;may;no;no
5;157;no;no;unknown;38;299;unknown;blue-collar;1160;9;0;-1;divorced;secondary;jun;no;no
1;991;no;no;cellular;29;563;unknown;unemployed;1161;5;0;-1;single;tertiary;feb;no;no
1;186;yes;yes;unknown;55;241;unknown;services;1162;9;0;-1;married;secondary;may;no;no
4;977;yes;no;cellular;35;52;other;unemployed;1163;4;1;91;married;secondary;may;no;no
3;2893;no;no;cellular;40;76;unknown;self-employed;1164;2;0;-1;single;tertiary;jun;no;no
1;1897;yes;yes;cellular;34;441;unknown;blue-collar;1165;19;0;-1;married;secondary;nov;no;no
1;889;yes;no;unknown;33;13;success;blue-collar;1167;18;6;373;married;secondary;sep;no;no
2;1193;no;no;cellular;37;396;unknown;admin.;1169;12;0;-1;married;secondary;may;no;no
1;2729;no;no;unknown;58;188;unknown;management;1170;18;0;-1;married;tertiary;jun;no;no
1;0;no;no;cellular;36;637;unknown;admin.;1171;20;0;-1;single;secondary;apr;no;no
7;230;yes;no;unknown;42;175;unknown;blue-collar;1172;5;0;-1;married;secondary;jun;no;no
1;2729;yes;no;cellular;34;945;success;technician;1173;6;1;139;single;secondary;apr;no;no
3;317;yes;no;unknown;35;162;unknown;management;1174;23;0;-1;married;tertiary;may;no;no
3;517;no;no;unknown;60;1178;unknown;housemaid;1175;12;0;-1;married;primary;jun;no;no
2;-470;yes;no;cellular;50;506;failure;management;1176;8;3;170;married;tertiary;may;no;no
3;1;yes;no;cellular;27;116;unknown;blue-collar;1178;14;0;-1;divorced;secondary;jul;no;no
2;126;yes;no;unknown;38;164;unknown;management;1182;21;0;-1;married;tertiary;may;no;no
3;-33;yes;no;unknown;32;234;unknown;self-employed;1183;28;0;-1;married;secondary;may;no;no
4;430;no;no;cellular;37;154;unknown;technician;1184;27;0;-1;married;secondary;aug;no;no
2;-6;yes;no;unknown;33;566;unknown;admin.;1185;7;0;-1;married;secondary;may;no;no
2;383;no;no;cellular;71;327;success;technician;1186;27;3;183;married;tertiary;oct;no;no
3;130;yes;no;cellular;27;265;unknown;technician;1187;7;0;-1;married;secondary;may;no;no
1;2569;no;no;unknown;38;172;unknown;blue-collar;1188;9;0;-1;married;primary;jun;no;no
2;201;no;no;cellular;34;257;unknown;technician;1189;22;0;-1;single;secondary;jul;no;no
3;6;yes;no;cellular;30;241;unknown;blue-collar;1191;28;0;-1;married;secondary;jan;no;no
4;475;no;yes;cellular;35;936;unknown;entrepreneur;1192;21;0;-1;single;secondary;jul;no;no
1;706;yes;no;cellular;33;329;failure;blue-collar;1193;7;1;322;single;secondary;apr;no;no
1;1825;yes;no;cellular;36;24;failure;management;1194;14;1;346;married;secondary;may;no;no
5;185;no;no;cellular;59;177;failure;self-employed;1195;22;1;138;married;tertiary;jun;no;no
1;4415;no;no;telephone;72;120;unknown;blue-collar;1196;13;0;-1;married;primary;oct;no;no
3;679;no;no;telephone;64;135;unknown;management;1197;22;0;-1;married;tertiary;apr;no;no
1;320;no;no;cellular;53;175;unknown;technician;1198;9;0;-1;divorced;secondary;jul;no;no
1;2988;yes;no;cellular;35;179;unknown;management;1199;25;0;-1;single;tertiary;may;no;no
1;1407;yes;no;unknown;58;58;unknown;self-employed;1200;30;0;-1;married;secondary;may;no;no
2;1270;no;no;cellular;40;342;unknown;technician;1201;17;0;-1;married;secondary;apr;no;no
2;654;yes;no;cellular;41;139;unknown;services;1202;13;0;-1;divorced;secondary;may;no;no
8;5173;yes;no;unknown;48;88;unknown;retired;1203;18;0;-1;married;primary;jun;no;no
3;3463;yes;yes;cellular;44;210;unknown;entrepreneur;1204;28;0;-1;married;tertiary;aug;no;no
1;0;no;no;cellular;39;731;failure;blue-collar;1205;2;3;193;married;unknown;feb;no;no
5;177;yes;no;unknown;36;63;unknown;entrepreneur;1207;12;0;-1;married;primary;may;no;no
2;3694;no;yes;cellular;28;70;unknown;management;1208;8;0;-1;married;tertiary;jul;no;no
6;1640;no;yes;cellular;58;72;failure;retired;1209;4;4;274;single;secondary;feb;no;no
1;174;yes;no;cellular;60;241;failure;admin.;1210;15;1;364;divorced;secondary;may;no;no
4;10177;no;no;cellular;66;272;unknown;admin.;1211;5;0;-1;single;secondary;may;no;no
6;2576;yes;no;cellular;49;64;unknown;self-employed;1213;15;0;-1;married;secondary;may;no;no
2;0;no;no;unknown;40;543;unknown;services;1214;12;0;-1;married;secondary;jun;no;no
